what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.equinox.common,3.6.0.v20110523,"org.eclipse.equinox.common",1364489856764
started,bundle,org.eclipse.equinox.ds,1.3.1.R37x_v20110701,"org.eclipse.equinox.ds",1364489856764
started,bundle,org.eclipse.equinox.event,1.2.100.v20110502,"org.eclipse.equinox.event",1364489856764
started,bundle,org.eclipse.equinox.p2.core,2.1.1.v20120113-1346,"org.eclipse.equinox.p2.core",1364489856765
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.300.v20110815-1419,"org.eclipse.equinox.p2.directorywatcher",1364489856765
started,bundle,org.eclipse.equinox.p2.engine,2.1.1.R37x_v20111003,"org.eclipse.equinox.p2.engine",1364489856765
started,bundle,org.eclipse.equinox.p2.metadata,2.1.0.v20110815-1419,"org.eclipse.equinox.p2.metadata",1364489856766
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.2.0.v20110815-1419,"org.eclipse.equinox.p2.metadata.repository",1364489856766
started,bundle,org.eclipse.equinox.p2.operations,2.1.1.R37x_v20111111,"org.eclipse.equinox.p2.operations",1364489856767
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.100.v20110815-1419,"org.eclipse.equinox.p2.reconciler.dropins",1364489856767
started,bundle,org.eclipse.equinox.p2.repository,2.1.1.v20120113-1346,"org.eclipse.equinox.p2.repository",1364489856768
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.100.v20110815-1419,"org.eclipse.equinox.p2.ui.sdk.scheduler",1364489856768
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.200.v20110815-1419,"org.eclipse.equinox.p2.updatechecker",1364489856768
started,bundle,org.eclipse.equinox.preferences,3.4.2.v20120111-2020,"org.eclipse.equinox.preferences",1364489856769
started,bundle,org.eclipse.equinox.registry,3.5.101.R37x_v20110810-1611,"org.eclipse.equinox.registry",1364489856769
started,bundle,org.eclipse.equinox.security,1.1.1.R37x_v20110822-1018,"org.eclipse.equinox.security",1364489856769
started,bundle,org.eclipse.equinox.util,1.0.300.v20110502,"org.eclipse.equinox.util",1364489856770
started,bundle,org.eclipse.help,3.5.100.v20110426,"org.eclipse.help",1364489856770
started,bundle,org.eclipse.jdt.apt.core,3.3.500.v20110420-1015,"org.eclipse.jdt.apt.core",1364489856771
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.400.v20110305-1450,"org.eclipse.jdt.apt.pluggable.core",1364489856771
started,bundle,org.eclipse.jdt.core,3.7.3.v20120119-1537,"org.eclipse.jdt.core",1364489856771
started,bundle,org.eclipse.jdt.core.manipulation,1.4.0.v20110928-1453,"org.eclipse.jdt.core.manipulation",1364489856772
started,bundle,org.eclipse.jdt.launching,3.6.1.v20111006_r372,"org.eclipse.jdt.launching",1364489856772
started,bundle,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui",1364489856772
started,bundle,org.eclipse.jface,3.7.0.v20110928-1505,"org.eclipse.jface",1364489856773
started,bundle,org.eclipse.jgit,1.3.0.201202151440-r,"org.eclipse.jgit",1364489856773
started,bundle,org.eclipse.jsch.core,1.1.300.I20110514-0800,"org.eclipse.jsch.core",1364489856773
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r372_v20111101-0700,"org.eclipse.ltk.core.refactoring",1364489856774
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring",1364489856774
started,bundle,org.eclipse.m2e.logback.configuration,1.0.200.20111228-1245,"org.eclipse.m2e.logback.configuration",1364489856774
started,bundle,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search",1364489856774
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1364489856775
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1364489856775
started,bundle,org.eclipse.team.cvs.ui,3.3.401.v20120126-1227,"org.eclipse.team.cvs.ui",1364489856775
started,bundle,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui",1364489856776
started,bundle,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui",1364489856777
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1364489856777
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1364489856777
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1364489856777
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1364489856778
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1364489856778
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1364489856778
started,bundle,org.eclipse.ui.views.log,1.0.200.v20110404,"org.eclipse.ui.views.log",1364489856779
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1364489856779
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1364489856780
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1364489856780
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1364489856780
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1364489856781
started,bundle,org.eclipse.wb.core,1.3.0.r37x201202052311,"org.eclipse.wb.core",1364489856782
started,bundle,org.eclipse.wb.core.lib,1.3.0.r37x201202052311,"org.eclipse.wb.core.lib",1364489856782
started,bundle,org.eclipse.wb.discovery.core,1.3.0.r37x201202052340,"org.eclipse.wb.discovery.core",1364489856782
started,bundle,org.eclipse.wb.discovery.ui,1.3.0.r37x201202052340,"org.eclipse.wb.discovery.ui",1364489856782
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.201.v201201101553,"org.eclipse.wst.common.project.facet.core",1364489856782
started,bundle,org.eclipse.cdt.codan.checkers,1.0.1.201202111925,"org.eclipse.cdt.codan.checkers",1364489856783
started,bundle,org.eclipse.cdt.codan.core,2.0.0.201202111925,"org.eclipse.cdt.codan.core",1364489856783
started,bundle,org.eclipse.cdt.codan.core.cxx,1.0.0.201202111925,"org.eclipse.cdt.codan.core.cxx",1364489856783
started,bundle,org.eclipse.cdt.codan.ui.cxx,2.0.0.201202111925,"org.eclipse.cdt.codan.ui.cxx",1364489856783
started,bundle,org.eclipse.cdt.core,5.3.2.201202111925,"org.eclipse.cdt.core",1364489856784
started,bundle,org.eclipse.cdt.make.core,7.1.2.201202111925,"org.eclipse.cdt.make.core",1364489856784
started,bundle,org.eclipse.cdt.make.ui,7.1.2.201202111925,"org.eclipse.cdt.make.ui",1364489856784
started,bundle,org.eclipse.cdt.managedbuilder.core,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.core",1364489856785
started,bundle,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui",1364489856785
started,bundle,org.eclipse.pde.launching,3.6.0.v20110506,"org.eclipse.pde.launching",1364489856786
started,bundle,org.eclipse.pde.ui,3.6.100.v20120103_r372,"org.eclipse.pde.ui",1364489856786
started,bundle,com.collabnet.subversion.merge,2.2.4,"com.collabnet.subversion.merge",1364489856787
started,bundle,org.eclipse.mylyn.bugzilla.core,3.7.1.v20120425-0100,"org.eclipse.mylyn.bugzilla.core",1364489856787
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.7.1.v20120425-0100,"org.eclipse.mylyn.bugzilla.ui",1364489856787
started,bundle,org.eclipse.mylyn.commons.core,3.7.1.v20120425-0100,"org.eclipse.mylyn.commons.core",1364489856788
started,bundle,org.eclipse.mylyn.commons.net,3.7.1.v20120425-0100,"org.eclipse.mylyn.commons.net",1364489856788
started,bundle,org.eclipse.mylyn.commons.notifications.core,0.9.1.v20120425-0100,"org.eclipse.mylyn.commons.notifications.core",1364489856788
started,bundle,org.eclipse.mylyn.commons.notifications.feed,0.9.1.v20120425-0100,"org.eclipse.mylyn.commons.notifications.feed",1364489856788
started,bundle,org.eclipse.mylyn.commons.notifications.ui,0.9.1.v20120425-0100,"org.eclipse.mylyn.commons.notifications.ui",1364489856788
started,bundle,org.eclipse.mylyn.commons.ui,3.7.1.v20120425-0100,"org.eclipse.mylyn.commons.ui",1364489856789
started,bundle,org.eclipse.mylyn.commons.workbench,3.7.1.v20120425-0100,"org.eclipse.mylyn.commons.workbench",1364489856789
started,bundle,org.eclipse.mylyn.context.core,3.7.1.v20120425-0100,"org.eclipse.mylyn.context.core",1364489856789
started,bundle,org.eclipse.mylyn.context.tasks.ui,3.7.1.v20120425-0100,"org.eclipse.mylyn.context.tasks.ui",1364489856790
started,bundle,org.eclipse.mylyn.monitor.ui,3.7.1.v20120425-0100,"org.eclipse.mylyn.monitor.ui",1364489856790
started,bundle,org.eclipse.mylyn.tasks.index.core,3.7.1.v20120425-0100,"org.eclipse.mylyn.tasks.index.core",1364489856790
started,bundle,org.eclipse.mylyn.tasks.ui,3.7.1.v20120425-0100,"org.eclipse.mylyn.tasks.ui",1364489856791
started,bundle,org.eclipse.mylyn.team.ui,3.7.1.v20120425-0100,"org.eclipse.mylyn.team.ui",1364489856791
started,bundle,org.tigris.subversion.clientadapter,1.6.12,"org.tigris.subversion.clientadapter",1364489856791
started,bundle,org.tigris.subversion.subclipse.core,1.6.18,"org.tigris.subversion.subclipse.core",1364489856791
started,bundle,org.tigris.subversion.subclipse.mylyn,3.0.0,"org.tigris.subversion.subclipse.mylyn",1364489856791
started,bundle,org.tigris.subversion.subclipse.tools.usage,1.0.1,"org.tigris.subversion.subclipse.tools.usage",1364489856791
started,bundle,org.tigris.subversion.subclipse.ui,1.6.18,"org.tigris.subversion.subclipse.ui",1364489856792
started,bundle,org.eclipse.wst.web,1.1.501.v201201190400,"org.eclipse.wst.web",1364489856792
os,sysinfo,,,"linux",1364489856794
arch,sysinfo,,,"x86_64",1364489856794
ws,sysinfo,,,"gtk",1364489856794
locale,sysinfo,,,"en_US",1364489856794
processors,sysinfo,,,"8",1364489856794
java.runtime.name,sysinfo,,,"OpenJDK Runtime Environment",1364489856794
java.runtime.version,sysinfo,,,"1.6.0_27-b27",1364489856794
java.specification.name,sysinfo,,,"Java Platform API Specification",1364489856794
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1364489856794
java.specification.version,sysinfo,,,"1.6",1364489856794
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1364489856794
java.version,sysinfo,,,"1.6.0_27",1364489856794
java.vm.info,sysinfo,,,"mixed mode",1364489856795
java.vm.name,sysinfo,,,"OpenJDK 64-Bit Server VM",1364489856795
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1364489856795
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1364489856795
java.vm.specification.version,sysinfo,,,"1.0",1364489856795
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1364489856795
java.vm.version,sysinfo,,,"20.0-b12",1364489856795
started,bundle,org.eclipse.m2e.usagedata,1.0.200.20111228-1245,"org.eclipse.m2e.usagedata",1364489856797
opened,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1364489857126
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1364489867830
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1364490059627
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1364490067228
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1364490077918
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1364490079081
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1364490116193
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1364490121056
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1364490121135
started,bundle,org.eclipse.ui.navigator,3.5.101.v20120106-1355,"org.eclipse.ui.navigator",1364490121136
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110928-1453,"org.eclipse.jdt.junit",1364490121155
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1364490126825
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1364490128361
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1364490131081
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1364490183010
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1364490216717
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1364490227527
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1364490231615
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1364490233754
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1364490248166
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1364490248235
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1364490248334
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1364490256241
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1364490257009
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1364490266274
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1364490287961
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1364490296489
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1364490301987
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1364490303158
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1364490308178
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1364490314962
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1364490330273
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1364490383825
